X,Y,Class
7.218498247,1.274232653,0
-5.68503612,1.395812916,1
-1.110238521,-8.454355331,0
-5.396536681,2.385946461,1
-5.958164714,-1.067804015,1
-4.282296111,0.335019163,1
2.99699831,7.050602438,1
-3.541201897,1.488778955,1
-2.729785382,-0.284655237,1
-0.25064678,8.648450185,1
-0.74855924,-7.108208514,0
-3.98814048,2.764703929,1
-1.821508892,2.713229121,1
4.021356382,-1.278174934,0
-1.139667281,4.371606285,1
-1.531872755,3.79727493,1
-0.637489704,1.170216449,1
5.279916296,-0.173757299,0
-3.312475806,-0.104538539,1
-2.729785382,-0.284655237,1
-0.623713784,5.141216933,1
-3.33502579,2.933702449,1
4.216199491,-1.074474769,0
-4.172075582,2.503560403,1
-3.312628088,-4.161146498,0
-2.794331774,1.779859047,1
6.343716884,-2.881138323,0
5.599404056,-0.958487206,0
-2.123324926,2.095806191,1
4.954526361,0.8757812,0
1.592085566,3.087678072,1
-2.670699301,1.816263429,1
-2.549502138,0.047079202,1
4.216199491,-1.074474769,0
0.177897416,-5.233580663,0
0.083838986,-4.207783854,0
0.821798902,-1.414723523,0
-1.021767295,-4.10143618,0
-4.000559375,-2.153888896,0
-2.239949828,1.692424522,1
0.191961753,-0.366911694,0
-4.111093665,0.544358759,1
-0.625947004,-4.043561232,0
-1.01664866,-4.747287704,0
-4.339069502,0.915291662,1
-3.489437281,-0.110868431,1
-1.400436073,-3.805023737,0
-1.304586551,-3.455422775,0
0.876010221,2.399762157,1
5.279916296,-0.173757299,0
-2.02067055,-0.574576024,1
-2.832191659,4.27777632,1
-1.806677731,1.471207901,1
-0.99996973,2.278762812,1
7.48644694,7.72961673,0
7.550931884,2.83898588,0
-1.797335918,-5.742528081,0
-0.910870496,-4.657691242,0
1.641242621,-0.325926902,0
0.390950262,-4.867623997,0
4.021356382,-1.278174934,0
4.889108369,2.006123479,0
-0.545727873,5.114308492,1
-4.09207155,3.100739629,1
4.021356382,-1.278174934,0
-1.499249264,-0.692916703,0
-4.929681172,4.49850195,1
-0.027794639,-7.085173704,0
0.543657035,7.635977706,1
4.043429371,6.769522296,0
-0.175818045,-0.537048534,0
7.107478858,0.148103032,0
-1.455556385,-2.743413664,0
6.343716884,-2.881138323,0
-2.770541435,0.604021251,1
